([4, 4, 4, 7, 4, 4, 4, 4, 4, 4, 9, 4, 8, 4, 4], 4)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 1, 9, 1, 8, 8], 8)
([1, 1, 1, 1, 8, 8, 8, 8, 1, 1, 1, 1, 1, 8, 8], 1)
([9, 9, 2, 3, 3, 2, 2, 9, 2, 9, 9, 1, 2, 1, 1], 3)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([9, 9, 9, 2, 9, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], 3)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([9, 9, 9, 4, 8, 9, 9, 9, 9, 9, 4, 9, 4, 9, 9], 7)
([1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2], 2)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 1], 4)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([1, 1, 1, 1, 8, 8, 8, 8, 1, 1, 8, 1, 8, 8, 8], 1)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([1, 1, 1, 1, 8, 8, 8, 8, 1, 1, 1, 1, 1, 8, 8], 1)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([9, 9, 9, 1, 8, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9], 8)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([2, 2, 2, 2, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([4, 4, 4, 2, 4, 1, 1, 4, 4, 4, 1, 1, 1, 1, 1], 8)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([1, 1, 1, 7, 1, 4, 4, 1, 1, 1, 9, 1, 9, 1, 1], 5)
([1, 1, 1, 1, 8, 8, 8, 8, 1, 1, 1, 1, 1, 8, 8], 1)
([9, 9, 9, 7, 8, 9, 9, 9, 9, 9, 1, 9, 1, 9, 9], 7)
([5, 5, 5, 3, 9, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([9, 9, 9, 7, 8, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9], 7)
([1, 1, 1, 1, 8, 9, 9, 9, 1, 1, 1, 1, 1, 9, 9], 1)
([3, 3, 3, 4, 8, 3, 3, 1, 8, 8, 1, 3, 3, 3, 3], 8)
([1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 9, 1, 9, 1, 1], 7)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([1, 1, 1, 3, 9, 9, 9, 9, 1, 1, 9, 1, 9, 9, 9], 5)
([1, 1, 2, 7, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1], 2)
([9, 9, 9, 3, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 8)
([2, 2, 2, 2, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([8, 8, 8, 8, 3, 8, 8, 8, 3, 3, 7, 8, 8, 8, 8], 8)
([9, 9, 9, 7, 8, 9, 9, 9, 9, 9, 1, 9, 1, 9, 9], 7)
([9, 9, 9, 7, 8, 8, 8, 8, 9, 9, 9, 9, 8, 8, 8], 7)
([7, 7, 8, 3, 3, 8, 8, 7, 3, 3, 3, 8, 8, 8, 8], 3)
([9, 9, 9, 3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([1, 1, 1, 1, 8, 9, 9, 9, 1, 1, 1, 1, 1, 9, 9], 1)
([9, 9, 9, 3, 9, 9, 9, 9, 9, 9, 0, 9, 9, 9, 9], 9)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([1, 1, 1, 4, 1, 4, 4, 1, 1, 1, 4, 4, 4, 4, 4], 4)
([1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 1)
([9, 9, 9, 1, 8, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9], 9)
([8, 8, 8, 2, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8], 8)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], 3)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([9, 9, 1, 6, 8, 2, 2, 9, 1, 7, 9, 1, 2, 1, 1], 6)
([1, 1, 1, 1, 8, 8, 8, 8, 1, 1, 8, 1, 8, 8, 8], 1)
([0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([3, 3, 3, 7, 3, 3, 3, 3, 3, 7, 3, 3, 3, 3, 3], 2)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 1], 4)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([8, 8, 8, 8, 8, 8, 8, 8, 3, 7, 7, 8, 8, 8, 8], 1)
([1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 6, 1, 1, 1, 1], 1)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([1, 1, 1, 1, 8, 9, 9, 9, 1, 1, 4, 1, 4, 9, 9], 1)
([2, 5, 5, 9, 5, 5, 5, 2, 0, 6, 2, 5, 5, 5, 5], 5)
([9, 9, 9, 9, 9, 5, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([5, 5, 5, 4, 1, 1, 1, 5, 5, 5, 6, 1, 1, 1, 1], 3)
([1, 1, 1, 3, 8, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2], 3)
([1, 1, 5, 1, 1, 1, 1, 1, 5, 1, 1, 5, 7, 1, 1], 8)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([3, 3, 7, 3, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7], 7)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([8, 4, 5, 6, 2, 8, 2, 4, 4, 4, 4, 8, 4, 2, 4], 6)
